p,best_z,best_score_core,mean_score_core,min_score_core,n_s_pred,n_s_sigma
102397,6,0.014334897748802766,0.12465560263319081,0.014334897748802766,0.9679376378877491,0.7232471161307462
102563,6,0.013860323320828196,0.12476032934538915,0.013860323320828196,0.9679549450587406,0.7273678711287141
102797,6,0.013193637969728307,0.12490840482063512,0.013193637969728307,0.9679792785826906,0.7331615673072944
103067,6,0.012428024792994926,0.1250799227639696,0.012428024792994926,0.9680072641172831,0.7398247898293158
103357,6,0.011610574123742915,0.12526495999019327,0.011610574123742915,0.9680372139813133,0.7469557098364954
103591,6,0.010955161915559005,0.12541491052552445,0.010955161915559005,0.9680612988619904,0.7526902052358234
103919,6,0.010043821817315227,0.12562614036664443,0.010043821817315227,0.9680949370322453,0.7606992933917311
104161,6,0.009377924577395589,0.12578284240137103,0.009377924577395589,0.9681196648172938,0.7665868612604416
104231,6,0.009186494080037595,0.12582831744551526,0.009186494080037595,0.968126803202945,0.7682864768916654
104233,6,0.00918103304554314,0.1258296177578256,0.00918103304554314,0.9681270070628911,0.7683350149740812
104239,6,0.00916465279898305,0.12583351904105877,0.00916465279898305,0.968127618611438,0.7684806217709654
104243,6,0.009153735022485489,0.1258361201857283,0.009153735022485489,0.9681280262843954,0.7685776867608206
104281,6,0.009050112572690096,0.12586084269495013,0.009050112572690096,0.9681318981375087,0.7694995565496863
104287,6,0.00903376727688476,0.12586474818985202,0.00903376727688476,0.9681325093107718,0.7696450739932837
104297,6,0.009006535035258638,0.12587125853556075,0.009006535035258638,0.9681335278286974,0.7698875782612995
104309,6,0.00897387282696001,0.12587907291971417,0.00897387282696001,0.9681347498783481,0.7701785424638461
104311,6,0.008968430884348485,0.12588037552684392,0.008968430884348485,0.9681349535350655,0.7702270321584601
104323,6,0.008935789851705555,0.12588819243420063,0.008935789851705555,0.9681361753660453,0.7705179442965163
104327,6,0.008924913573087133,0.1258907985533157,0.008924913573087133,0.9681365826013967,0.770614905094452
104347,6,0.008870562956032606,0.1259038327979349,0.008870562956032606,0.9681386184659224,0.7710996347434377
104369,6,0.008810837231850114,0.12591817755175672,0.008810837231850114,0.9681408573160624,0.7716326943005678
104381,6,0.008778286412289598,0.1259260051231223,0.008778286412289598,0.9681420782418493,0.7719233909165001
104383,6,0.008772863135646944,0.12592730993670997,0.008772863135646944,0.9681422817112854,0.771971836020328
104393,6,0.008745754774125664,0.12593383494478178,0.008745754774125664,0.9681432989805013,0.7722140429765125
104399,6,0.008729496205123347,0.12593775070433913,0.008729496205123347,0.9681439092796675,0.7723593523017991
